Année RAP;Type de Budget (Hors Budgets annexes);Code Mission;Mission;Code Programme;Programme;Code Action;Action;Code Sous-Action;Sous-Action;Code Catégorie;Catégorie;"EXEC CP 2017
RAP 2017";Code Titre;Titre;Code Ministère au 1er janvier 2017;Ministère au 1er janvier 2017
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;01;Appui au réseau;;;64;Transferts aux autres collectivités;2 813 769;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;01;Appui au réseau;;;71;Prêts et avances;374;7;Dépenses d’opérations financières;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;31;Dépenses de fonctionnement autres que celles de personnel;2 496 388;3;Dépenses de fonctionnement;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;32;Subventions pour charges de service public;27 076 685;3;Dépenses de fonctionnement;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;61;Transferts aux ménages;7 414 533;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;62;Transferts aux entreprises;1 337 653;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;63;Transferts aux collectivités territoriales;10 070;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;02;Coopération culturelle et promotion du français;;;64;Transferts aux autres collectivités;32 455 864;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;03;Objectifs de développement durable;;;31;Dépenses de fonctionnement autres que celles de personnel;9 859;3;Dépenses de fonctionnement;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;03;Objectifs de développement durable;;;61;Transferts aux ménages;2 046 890;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;03;Objectifs de développement durable;;;62;Transferts aux entreprises;1 770;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;03;Objectifs de développement durable;;;64;Transferts aux autres collectivités;717 817;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;31;Dépenses de fonctionnement autres que celles de personnel;5 055 903;3;Dépenses de fonctionnement;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;32;Subventions pour charges de service public;3 685 133;3;Dépenses de fonctionnement;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;61;Transferts aux ménages;48 235 386;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;62;Transferts aux entreprises;1 532 441;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;04;Enseignement supérieur et recherche;;;64;Transferts aux autres collectivités;32 340 538;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;05;Agence pour l'enseignement français à l'étranger;;;32;Subventions pour charges de service public;354 476 372;3;Dépenses de fonctionnement;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;05;Agence pour l'enseignement français à l'étranger;;;64;Transferts aux autres collectivités;1 325 376;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;21;Rémunérations d’activité;60 360 356;2;Dépenses de personnel;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;22;Cotisations et contributions sociales;13 407 717;2;Dépenses de personnel;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;23;Prestations sociales et allocations diverses;503 308;2;Dépenses de personnel;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;07;Diplomatie économique et développement du tourisme;;;31;Dépenses de fonctionnement autres que celles de personnel;23 086;3;Dépenses de fonctionnement;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;07;Diplomatie économique et développement du tourisme;;;32;Subventions pour charges de service public;31 105 896;3;Dépenses de fonctionnement;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;07;Diplomatie économique et développement du tourisme;;;62;Transferts aux entreprises;5 000 000;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;07;Diplomatie économique et développement du tourisme;;;64;Transferts aux autres collectivités;134 878;6;Dépenses d’intervention;MIN01;Affaires étrangères et développement international
2017;Budget général;AA;Action extérieure de l'État;185;Diplomatie culturelle et d'influence;07;Diplomatie économique et développement du tourisme;;;72;Dotations en fonds propres;100 000;7;Dépenses d’opérations financières;MIN01;Affaires étrangères et développement international
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;21;Rémunérations d’activité;185 724 470;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;22;Cotisations et contributions sociales;122 233 385;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;23;Prestations sociales et allocations diverses;7 597 939;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;31;Dépenses de fonctionnement autres que celles de personnel;13 032 725;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;32;Subventions pour charges de service public;16 250 000;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;51;Dépenses pour immobilisations corporelles de l’État;298 030;5;Dépenses d’investissement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;64;Transferts aux autres collectivités;137 000;6;Dépenses d’intervention;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;03;Système d'information et de communication;;;31;Dépenses de fonctionnement autres que celles de personnel;61 856 069;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;03;Système d'information et de communication;;;51;Dépenses pour immobilisations corporelles de l’État;16 809 748;5;Dépenses d’investissement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;03;Système d'information et de communication;;;52;Dépenses pour immobilisations incorporelles de l’État;3 227 870;5;Dépenses d’investissement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;;21;Rémunérations d’activité;7 360;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;;23;Prestations sociales et allocations diverses;1 691;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;;31;Dépenses de fonctionnement autres que celles de personnel;38 371 656;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;;32;Subventions pour charges de service public;30;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;;51;Dépenses pour immobilisations corporelles de l’État;432 364;5;Dépenses d’investissement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;;63;Transferts aux collectivités territoriales;0;6;Dépenses d’intervention;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;04;Action sociale et formation;;;64;Transferts aux autres collectivités;18 632;6;Dépenses d’intervention;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;05;Affaires immobilières;;;31;Dépenses de fonctionnement autres que celles de personnel;131 484 585;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;05;Affaires immobilières;;;51;Dépenses pour immobilisations corporelles de l’État;6 599 533;5;Dépenses d’investissement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;06;Affaires juridiques et contentieuses;;;23;Prestations sociales et allocations diverses;680;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;06;Affaires juridiques et contentieuses;;;31;Dépenses de fonctionnement autres que celles de personnel;139 333 050;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;06;Affaires juridiques et contentieuses;;;62;Transferts aux entreprises;361;6;Dépenses d’intervention;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration;;;21;Rémunérations d’activité;22 955 154;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration;;;22;Cotisations et contributions sociales;13 368 700;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration;;;23;Prestations sociales et allocations diverses;136 829;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières;;;21;Rémunérations d’activité;54 255 474;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières;;;22;Cotisations et contributions sociales;36 302 132;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières;;;23;Prestations sociales et allocations diverses;151 829;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières;;;31;Dépenses de fonctionnement autres que celles de personnel;1 043;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;31;Dépenses de fonctionnement autres que celles de personnel;1 029 280;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;32;Subventions pour charges de service public;835 850;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;62;Transferts aux entreprises;452 381;6;Dépenses d’intervention;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;63;Transferts aux collectivités territoriales;34 231 175;6;Dépenses d’intervention;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;216;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;64;Transferts aux autres collectivités;36 366 066;6;Dépenses d’intervention;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;01;Financement des partis;;;64;Transferts aux autres collectivités;63 172 806;6;Dépenses d’intervention;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;02;Organisation des élections;;;21;Rémunérations d’activité;17 892 043;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;02;Organisation des élections;;;22;Cotisations et contributions sociales;1 526 367;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;02;Organisation des élections;;;23;Prestations sociales et allocations diverses;71;2;Dépenses de personnel;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;02;Organisation des élections;;;31;Dépenses de fonctionnement autres que celles de personnel;245 792 699;3;Dépenses de fonctionnement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;02;Organisation des élections;;;51;Dépenses pour immobilisations corporelles de l’État;10 597;5;Dépenses d’investissement;MIN09;Intérieur
2017;Budget général;AB;Administration générale et territoriale de l'État;232;Vie politique, cultuelle et associative;02;Organisation des élections;;;52;Dépenses pour immobilisations incorporelles de l’État;18 251;5;Dépenses d’investissement;MIN09;Intérieur
