"Code Ministère","Ministère","Mission","Code Programme","Nom Programme","Code Action","Nom Action","Code Titre","Nom Titre","AELF 2013","AEPLF 2014","AELFi 2014","CPLF 2013","CPPLF 2014","CPLFi 2014"
"1","Affaires étrangères","Action extérieure de l'État","185","Diplomatie culturelle et d'influence","3","Enjeux globaux","3","dépenses de fonctionnement","254445","243501","243501","254445","243501","243501"
"1","Affaires étrangères","Action extérieure de l'État","185","Diplomatie culturelle et d'influence","4","Attractivité et recherche","3","dépenses de fonctionnement","10171703","10058339","10058339","10171703","10058339","10058339"
"1","Affaires étrangères","Action extérieure de l'État","185","Diplomatie culturelle et d'influence","5","Agence pour l'enseignement français à l'étranger","3","dépenses de fonctionnement","425000000","416500000","416500000","425000000","416500000","416500000"
"1","Affaires étrangères","Action extérieure de l'État","105","Action de la France en Europe et dans le monde","6","Soutien","5","dépenses d’investissement","5050000","5150000","5150000","7500000","7600000","7600000"
"1","Affaires étrangères","Action extérieure de l'État","105","Action de la France en Europe et dans le monde","7","Réseau diplomatique","5","dépenses d’investissement","6555000","7855000","7855000","6555000","7855000","7855000"
"1","Affaires étrangères","Action extérieure de l'État","151","Français à l'étranger et affaires consulaires","3","Instruction des demandes de visa","5","dépenses d’investissement","0","0","0","0","0","0"
"1","Affaires étrangères","Action extérieure de l'État","105","Action de la France en Europe et dans le monde","1","Coordination de l'action diplomatique","6","dépenses d’intervention","2315000","2315000","2315000","2315000","2315000","2315000"
"1","Affaires étrangères","Action extérieure de l'État","105","Action de la France en Europe et dans le monde","2","Action européenne","6","dépenses d’intervention","38865461","39598275","39598275","40705461","39598275","39598275"
"1","Affaires étrangères","Action extérieure de l'État","105","Action de la France en Europe et dans le monde","4","Contributions internationales","6","dépenses d’intervention","845831562","803329055","803329055","845831562","803329055","803329055"
"1","Affaires étrangères","Action extérieure de l'État","105","Action de la France en Europe et dans le monde","5","Coopération de sécurité et de défense","6","dépenses d’intervention","26277081","25146885","25146885","26277081","25146885","25146885"
"1","Affaires étrangères","Action extérieure de l'État","151","Français à l'étranger et affaires consulaires","1","Offre d'un service public de qualité aux Français à l'étranger","6","dépenses d’intervention","20039430","19812000","19812000","20039430","19812000","19812000"
"1","Affaires étrangères","Action extérieure de l'État","151","Français à l'étranger et affaires consulaires","2","Accès des élèves français au réseau AEFE","6","dépenses d’intervention","110300000","118800000","118800000","110300000","118800000","118800000"
"1","Affaires étrangères","Action extérieure de l'État","151","Français à l'étranger et affaires consulaires","3","Instruction des demandes de visa","6","dépenses d’intervention","0","0","0","0","0","0"
"1","Affaires étrangères","Action extérieure de l'État","185","Diplomatie culturelle et d'influence","1","Animation du réseau","6","dépenses d’intervention","1413158","1354697","1354697","1413158","1354697","1354697"
"1","Affaires étrangères","Action extérieure de l'État","185","Diplomatie culturelle et d'influence","2","Coopération culturelle et promotion du français","6","dépenses d’intervention","35136591","32840434","32840434","35136591","32840434","32840434"
"1","Affaires étrangères","Action extérieure de l'État","185","Diplomatie culturelle et d'influence","3","Enjeux globaux","6","dépenses d’intervention","9130731","8700327","8700327","9130731","8700327","8700327"
"1","Affaires étrangères","Action extérieure de l'État","185","Diplomatie culturelle et d'influence","4","Attractivité et recherche","6","dépenses d’intervention","95999242","91737730","91737730","95999242","91737730","91737730"
"1","Affaires étrangères","Action extérieure de l'État","185","Diplomatie culturelle et d'influence","5","Agence pour l'enseignement français à l'étranger","6","dépenses d’intervention","320497","0","0","320497","0","0"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","1","État-major et services centraux","2","dépenses de personnel","348988459","350566992","350566992","348988459","350566992","350566992"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","3","Système d'information et de communication","2","dépenses de personnel","0","0","0","0","0","0"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","5","Affaires immobilières","2","dépenses de personnel","0","0","0","0","0","0"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","8","Immigration, asile et intégration","2","dépenses de personnel","37150304","41343819","41343819","37150304","41343819","41343819"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","2","Organisation des élections","2","dépenses de personnel","1010000","25538000","25538000","1010000","25538000","25538000"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","3","Commission nationale des comptes de campagne et des financements politiques","2","dépenses de personnel","2854570","4010000","4010000","2854570","4010000","4010000"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","1","Coordination de la sécurité des personnes et des biens","2","dépenses de personnel","169237492","174211214","174211214","169237492","174211214","174211214"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","2","Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres","2","dépenses de personnel","619021807","625396054","625396054","619021807","625396054","625396054"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","3","Contrôle de légalité et conseil aux collectivités territoriales","2","dépenses de personnel","154597178","158004026","158004026","154597178","158004026","158004026"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","4","Pilotage territorial des politiques gouvernementales","2","dépenses de personnel","516281969","514732340","514732340","516281969","514732340","514732340"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","5","Animation et soutien du réseau","2","dépenses de personnel","54595312","59773365","59773365","54595312","59773365","59773365"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","1","État-major et services centraux","3","dépenses de fonctionnement","32177362","31783831","31783831","32571245","32177714","32177714"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","3","Système d'information et de communication","3","dépenses de fonctionnement","42073085","40761085","40761085","42073085","40761085","40761085"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","4","Action sociale et formation","3","dépenses de fonctionnement","35935000","36456568","36456568","35935000","36456568","36456568"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","5","Affaires immobilières","3","dépenses de fonctionnement","84460345","213000267","213000267","103882022","103981435","103981435"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","6","Affaires juridiques et contentieuses","3","dépenses de fonctionnement","82046463","82046463","82046463","82046463","82046463","82046463"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","2","Organisation des élections","3","dépenses de fonctionnement","57822800","163588000","163588000","54863000","163073788","163073788"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","3","Commission nationale des comptes de campagne et des financements politiques","3","dépenses de fonctionnement","840000","890000","890000","1994951","2044951","2044951"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","5","Vie associative","3","dépenses de fonctionnement","50000","50000","50000","50000","50000","50000"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","2","Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres","3","dépenses de fonctionnement","11657732","11657732","11657732","11657732","11657732","11657732"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","3","Contrôle de légalité et conseil aux collectivités territoriales","3","dépenses de fonctionnement","0","0","0","0","0","0"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","4","Pilotage territorial des politiques gouvernementales","3","dépenses de fonctionnement","10575976","10175313","10175313","10575976","10175313","10175313"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","5","Animation et soutien du réseau","3","dépenses de fonctionnement","123443703","123854819","123854819","122803737","122394837","122394837"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","3","Système d'information et de communication","5","dépenses d’investissement","9235140","9667140","9667140","9235140","9447140","9447140"
"9","Intérieur","Administration générale et territoriale de l'État","216","Conduite et pilotage des politiques de l'intérieur","5","Affaires immobilières","5","dépenses d’investissement","895000","850000","850000","7667978","8435995","8435995"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","2","Organisation des élections","5","dépenses d’investissement","3153000","0","0","3153000","0","0"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","4","Cultes","5","dépenses d’investissement","660000","660000","660000","660000","660000","660000"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","5","Vie associative","5","dépenses d’investissement","35000","35000","35000","35000","35000","35000"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","2","Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres","5","dépenses d’investissement","0","0","0","0","0","0"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","4","Pilotage territorial des politiques gouvernementales","5","dépenses d’investissement","3720000","3571200","3571200","3720000","3571200","3571200"
"9","Intérieur","Administration générale et territoriale de l'État","307","Administration territoriale","5","Animation et soutien du réseau","5","dépenses d’investissement","37353094","46536012","46536012","50136012","46336012","46336012"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","1","Financement des partis","6","dépenses d’intervention","76264408","68637967","68637967","76264408","68637967","68637967"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","2","Organisation des élections","6","dépenses d’intervention","565000","20630000","20630000","565000","20630000","20630000"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","4","Cultes","6","dépenses d’intervention","1628533","1318700","1318700","1628533","1318700","1318700"
"9","Intérieur","Administration générale et territoriale de l'État","232","Vie politique, cultuelle et associative","5","Vie associative","6","dépenses d’intervention","288500","0","0","288500","0","0"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","6","Mise en oeuvre de la politique de sécurité et de qualité sanitaires de l'alimentation","2","dépenses de personnel","283118878","286336931","286336931","283118878","286336931","286336931"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","1","Moyens de l'administration centrale","2","dépenses de personnel","171532098","171532099","171532099","171532098","171532099","171532099"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","2","Évaluation de l'impact des politiques publiques et information économique","2","dépenses de personnel","14950000","14650000","14650000","14950000","14650000","14650000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","3","Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer)","2","dépenses de personnel","411818970","411517491","411517491","411818970","411517491","411517491"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","4","Moyens communs","2","dépenses de personnel","41943644","41943644","41943644","41943644","41943644","41943644"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","149","Forêt","11","Gestion des forêts publiques et protection de la forêt","3","dépenses de fonctionnement","185605132","216254982","216254982","185605132","216254982","216254982"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","149","Forêt","12","Développement économique de la filière et gestion durable","3","dépenses de fonctionnement","17614027","16050000","16050000","17616027","16050000","16050000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","11","Adaptation des filières à l'évolution des marchés","3","dépenses de fonctionnement","100000","200000","200000","100000","200000","200000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","14","Gestion équilibrée et durable des territoires","3","dépenses de fonctionnement","650000","650000","650000","650000","650000","650000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","15","Moyens de mise en oeuvre des politiques publiques et gestion des interventions","3","dépenses de fonctionnement","257671546","253519881","253519881","257671546","253519881","253519881"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","1","Prévention et gestion des risques inhérents à la production végétale","3","dépenses de fonctionnement","6083154","5636454","5636454","6083154","5636454","5636454"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","2","Lutte contre les maladies animales et protection des animaux","3","dépenses de fonctionnement","63657158","69792509","69792509","63664125","68677509","68677509"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","3","Prévention et gestion des risques sanitaires liés aux denrées alimentaires","3","dépenses de fonctionnement","9107803","9808726","9808726","9107803","9808726","9808726"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","4","Acquisition et mobilisation des moyens scientifiques et techniques pour maîtriser les risques sanitaires","3","dépenses de fonctionnement","72771658","68448530","68448530","72586691","68263530","68263530"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","6","Mise en oeuvre de la politique de sécurité et de qualité sanitaires de l'alimentation","3","dépenses de fonctionnement","664723","664724","664724","664723","664724","664724"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","8","Qualité de l'alimentation et offre alimentaire","3","dépenses de fonctionnement","4151000","903000","903000","4151000","903000","903000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","1","Moyens de l'administration centrale","3","dépenses de fonctionnement","34727621","31535628","31535628","41168021","37976028","37976028"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","2","Évaluation de l'impact des politiques publiques et information économique","3","dépenses de fonctionnement","3934063","3833211","3833211","3934063","3833211","3833211"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","3","Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer)","3","dépenses de fonctionnement","19029392","18536062","18536062","19029392","18536062","18536062"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","4","Moyens communs","3","dépenses de fonctionnement","16292523","20879307","20879307","15962523","20585344","20585344"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","149","Forêt","11","Gestion des forêts publiques et protection de la forêt","5","dépenses d’investissement","9163187","8425355","8425355","9163187","8425355","8425355"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","14","Gestion équilibrée et durable des territoires","5","dépenses d’investissement","500000","500000","500000","500000","500000","500000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","1","Moyens de l'administration centrale","5","dépenses d’investissement","200000","75000","75000","200000","75000","75000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","2","Évaluation de l'impact des politiques publiques et information économique","5","dépenses d’investissement","100000","100000","100000","100000","100000","100000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","3","Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer)","5","dépenses d’investissement","800000","800000","800000","800000","800000","800000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","4","Moyens communs","5","dépenses d’investissement","12695609","4590000","4590000","16985208","9043563","9043563"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","149","Forêt","11","Gestion des forêts publiques et protection de la forêt","6","dépenses d’intervention","14979528","15377448","15377448","19010312","19381106","19381106"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","149","Forêt","12","Développement économique de la filière et gestion durable","6","dépenses d’intervention","63403401","50397832","50397832","84044185","52602787","52602787"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","149","Forêt","13","Fonds stratégique de la forêt et du bois","6","dépenses d’intervention","0","14367234","14367234","0","25523190","25523190"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","11","Adaptation des filières à l'évolution des marchés","6","dépenses d’intervention","410109108","236088108","236088108","411139346","298118346","298118346"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","12","Gestion des crises et des aléas de la production","6","dépenses d’intervention","33615658","29118666","29118666","33615724","29110399","29110399"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","13","Appui au renouvellement et à la modernisation des exploitations agricoles","6","dépenses d’intervention","196321416","133019128","133019128","175911416","225758701","225758701"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","14","Gestion équilibrée et durable des territoires","6","dépenses d’intervention","880645217","804789902","804789902","913094887","824165238","824165238"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","154","Économie et développement durable de l'agriculture et des territoires","15","Moyens de mise en oeuvre des politiques publiques et gestion des interventions","6","dépenses d’intervention","1000","0","0","1000","0","0"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","1","Prévention et gestion des risques inhérents à la production végétale","6","dépenses d’intervention","14594755","17174755","17174755","14594755","17174755","17174755"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","2","Lutte contre les maladies animales et protection des animaux","6","dépenses d’intervention","45834677","29839130","29839130","45834677","29839130","29839130"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","3","Prévention et gestion des risques sanitaires liés aux denrées alimentaires","6","dépenses d’intervention","5870162","5830162","5830162","5870162","5830162","5830162"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","4","Acquisition et mobilisation des moyens scientifiques et techniques pour maîtriser les risques sanitaires","6","dépenses d’intervention","1147148","3271128","3271128","1325148","3571128","3571128"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","5","Elimination des farines et des coproduits animaux","6","dépenses d’intervention","4000000","2200000","2200000","4000000","3200000","3200000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","8","Qualité de l'alimentation et offre alimentaire","6","dépenses d’intervention","36500","3248000","3248000","36500","3248000","3248000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","1","Moyens de l'administration centrale","6","dépenses d’intervention","150000","1680000","1680000","150000","1680000","1680000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","215","Conduite et pilotage des politiques de l'agriculture","4","Moyens communs","6","dépenses d’intervention","564200","500000","500000","564200","500000","500000"
"3","Agriculture","Agriculture, alimentation, forêt et affaires rurales","206","Sécurité et qualité sanitaires de l'alimentation","4","Acquisition et mobilisation des moyens scientifiques et techniques pour maîtriser les risques sanitaires","7","dépenses d’opérations financières","0","1500000","1500000","0","1500000","1500000"
"1","Affaires étrangères","Aide publique au développement","209","Solidarité à l'égard des pays en développement","8","Dépenses de personnels concourant au programme ""Solidarité à l'égard des pays en développement""","2","dépenses de personnel","210085603","206180672","206180672","210085603","206180672","206180672"
"7","Économie&finances","Aide publique au développement","110","Aide économique et financière au développement","2","Aide économique et financière bilatérale","3","dépenses de fonctionnement","8306400","6906400","6906400","7406400","7306400","7306400"
"1","Affaires étrangères","Aide publique au développement","209","Solidarité à l'égard des pays en développement","2","Coopération bilatérale","3","dépenses de fonctionnement","32177450","30978870","30978870","32177450","30978870","30978870"
"1","Affaires étrangères","Aide publique au développement","209","Solidarité à l'égard des pays en développement","5","Coopération multilatérale","3","dépenses de fonctionnement","0","0","0","5400000","5501887","5501887"
"7","Économie&finances","Aide publique au développement","110","Aide économique et financière au développement","1","Aide économique et financière multilatérale","6","dépenses d’intervention","28050000","25757576","25757576","109373779","97848294","97848294"
"7","Économie&finances","Aide publique au développement","110","Aide économique et financière au développement","2","Aide économique et financière bilatérale","6","dépenses d’intervention","423233838","388700000","388700000","367526316","310976178","310976178"
"7","Économie&finances","Aide publique au développement","110","Aide économique et financière au développement","3","Traitement de la dette des pays pauvres","6","dépenses d’intervention","417075","49410761","49410761","56694044","102001140","102001140"
"1","Affaires étrangères","Aide publique au développement","209","Solidarité à l'égard des pays en développement","2","Coopération bilatérale","6","dépenses d’intervention","577792733","567054242","567054242","572993572","537740898","537740898"
"1","Affaires étrangères","Aide publique au développement","209","Solidarité à l'égard des pays en développement","5","Coopération multilatérale","6","dépenses d’intervention","414728840","323804026","323804026","431395506","323804026","323804026"
"1","Affaires étrangères","Aide publique au développement","209","Solidarité à l'égard des pays en développement","7","Coopération communautaire","6","dépenses d’intervention","688695000","710855000","710855000","688695000","710855000","710855000"
"1","Affaires étrangères","Aide publique au développement","209","Solidarité à l'égard des pays en développement","8","Dépenses de personnels concourant au programme ""Solidarité à l'égard des pays en développement""","6","dépenses d’intervention","0","0","0","0","0","0"
"1","Affaires étrangères","Aide publique au développement","209","Solidarité à l'égard des pays en développement","9","Actions de co-développement","6","dépenses d’intervention","11024000","2000000","2000000","18524000","11500000","11500000"
"7","Économie&finances","Aide publique au développement","110","Aide économique et financière au développement","1","Aide économique et financière multilatérale","7","dépenses d’opérations financières","35000000","1555416696","1555416696","563523797","538017755","538017755"
"7","Économie&finances","Aide publique au développement","110","Aide économique et financière au développement","3","Traitement de la dette des pays pauvres","7","dépenses d’opérations financières","0","339462611","339462611","56424098","59273712","59273712"
"12","Premier ministre","Anciens combattants, mémoire et liens avec la nation","158","Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale","1","Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation","2","dépenses de personnel","1883503","1626492","1626492","1883503","1626492","1626492"
"70","Défense","Anciens combattants, mémoire et liens avec la nation","167","Liens entre la Nation et son armée","1","Journée défense et citoyenneté","2","dépenses de personnel","82222845","75191815","75191815","82222845","75191815","75191815"
"12","Premier ministre","Anciens combattants, mémoire et liens avec la nation","158","Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale","1","Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation","3","dépenses de fonctionnement","523124","1412457","1412457","823124","812457","812457"
"12","Premier ministre","Anciens combattants, mémoire et liens avec la nation","158","Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale","2","Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale","3","dépenses de fonctionnement","302512","302438","302438","302512","302438","302438"
"70","Défense","Anciens combattants, mémoire et liens avec la nation","167","Liens entre la Nation et son armée","1","Journée défense et citoyenneté","3","dépenses de fonctionnement","14344355","14712355","14712355","19844355","18712355","18712355"
"70","Défense","Anciens combattants, mémoire et liens avec la nation","167","Liens entre la Nation et son armée","2","Politique de mémoire","3","dépenses de fonctionnement","7133214","10133214","10133214","7133214","10133214","10133214"
"70","Défense","Anciens combattants, mémoire et liens avec la nation","169","Reconnaissance et réparation en faveur du monde combattant","2","Gestion  des droits liés aux pensions militaires d'invalidité","3","dépenses de fonctionnement","4718953","4718953","4718953","4718953","4718953","4718953"
"70","Défense","Anciens combattants, mémoire et liens avec la nation","169","Reconnaissance et réparation en faveur du monde combattant","3","Solidarité","3","dépenses de fonctionnement","69835227","69562637","69562637","69835227","69562637","69562637"
"70","Défense","Anciens combattants, mémoire et liens avec la nation","169","Reconnaissance et réparation en faveur du monde combattant","7","Actions en faveur des rapatriés","3","dépenses de fonctionnement","0","0","0","0","0","0"
"70","Défense","Anciens combattants, mémoire et liens avec la nation","167","Liens entre la Nation et son armée","1","Journée défense et citoyenneté","5","dépenses d’investissement","68000","0","0","68000","0","0"
